,MC_frame,rmf_frame_index,Total_Score,CR_rpb2.0,CR_rpb1.0,EV_sum,XLs_sum,XLs_psi_sum,traj,rmf3_file,CR_sum,half,cluster,frame_RMF3
3800,3800.0,762.0,44.6764611543,9.01163076128,4.57123110813,14.0196196442,17.0739796406,-33.2441814666,run_101,output//rmfs//3.rmf3,13.58286186941,A,-1,h1_run_101_3800.rmf3
3810,3810.0,772.0,29.2018001714,1.99421355171,1.91370707794,11.6923275625,13.601551979299998,-29.37358209,run_101,output//rmfs//3.rmf3,3.90792062965,A,-1,h1_run_101_3810.rmf3
3820,3820.0,782.0,33.5306632618,0.777093907566,3.84561521345,15.7559062471,13.152047893600002,-29.3440321213,run_101,output//rmfs//3.rmf3,4.622709121016,A,-1,h1_run_101_3820.rmf3
3830,3830.0,792.0,31.3835754462,2.9588363535,2.01572270875,15.5545224,10.854493984000001,-29.9635710452,run_101,output//rmfs//3.rmf3,4.97455906225,A,-1,h1_run_101_3830.rmf3
3840,3840.0,802.0,44.7502076811,3.95100998268,11.8518642364,14.5775843918,14.369749070300003,-24.7639423846,run_101,output//rmfs//3.rmf3,15.802874219080001,A,-1,h1_run_101_3840.rmf3
3850,3850.0,812.0,37.810344806,4.29746758493,1.98020420101,19.1616978731,12.370975146999996,-28.404309474,run_101,output//rmfs//3.rmf3,6.27767178594,A,-1,h1_run_101_3850.rmf3
3860,3860.0,822.0,45.5562328934,3.02135935064,2.71706320057,26.5707683219,13.2470420203,-28.9052991701,run_101,output//rmfs//3.rmf3,5.73842255121,A,-1,h1_run_101_3860.rmf3
3870,3870.0,832.0,32.469237406,0.00622969125935,4.57374205432,14.3249987943,13.564266866099999,-33.3020523745,run_101,output//rmfs//3.rmf3,4.57997174557935,A,-1,h1_run_101_3870.rmf3
3880,3880.0,3039.0,39.6089741981,2.07018509935,8.9252564278,11.5732859813,17.0402466896,-31.3980264878,run_101,output//rmfs//2.rmf3,10.995441527150001,A,-1,h1_run_101_3880.rmf3
3890,3890.0,3047.0,56.3266801127,11.2422392904,6.37857744001,23.6358074136,15.070055968599995,-34.5775772137,run_101,output//rmfs//2.rmf3,17.62081673041,A,-1,h1_run_101_3890.rmf3
3900,3900.0,850.0,46.8556316506,5.39476745991,6.06436546552,18.3579207476,17.0385779776,-28.5324195937,run_101,output//rmfs//3.rmf3,11.45913292543,A,-1,h1_run_101_3900.rmf3
