,MC_frame,CrossLinkingMassSpectrometryRestraint_Psi_0.01,CrossLinkingMassSpectrometryRestraint_Psi_0.1,XLs_satif
8950,8950.0,0.0196453201545,0.0126023221646,0.9545454545454546
8951,8951.0,0.013967560892,0.0299646332505,0.9545454545454546
8952,8952.0,0.0110925602066,0.0154063670227,0.9545454545454546
8953,8953.0,0.0110925602066,0.0154063670227,0.9090909090909091
8954,8954.0,0.0110925602066,0.0312790744451,0.9090909090909091
8955,8955.0,0.0110925602066,0.021488307697,0.9090909090909091
8956,8956.0,0.0110925602066,0.0282698102269,0.9090909090909091
8957,8957.0,0.0110925602066,0.0282698102269,0.9090909090909091
8958,8958.0,0.0110925602066,0.0964934803443,0.9090909090909091
8959,8959.0,0.0219252772196,0.0216843238758,0.9545454545454546
8960,8960.0,0.0219252772196,0.061630146773,0.9545454545454546
8961,8961.0,0.0219252772196,0.0458467458543,0.9545454545454546
8962,8962.0,0.0175362432973,0.032579405838,0.9545454545454546
8963,8963.0,0.0175362432973,0.0305420572025,0.9545454545454546
8964,8964.0,0.0138315977879,0.0224902970841,0.9545454545454546
8965,8965.0,0.0138315977879,0.110931082122,0.9545454545454546
8966,8966.0,0.0138315977879,0.0321629170619,0.9545454545454546
8967,8967.0,0.0138315977879,0.0407359583799,0.9545454545454546
8968,8968.0,0.0138315977879,0.0155876935618,0.9545454545454546
8969,8969.0,0.0138315977879,0.0452842487366,0.9545454545454546
8970,8970.0,0.0138315977879,0.0564033259491,0.9545454545454546
8971,8971.0,0.0138315977879,0.0204683279776,0.9545454545454546
8972,8972.0,0.0138315977879,0.0389622099755,0.9545454545454546
8973,8973.0,0.0138315977879,0.0424159092816,0.9545454545454546
8974,8974.0,0.0138315977879,0.10820734324,0.9545454545454546
8975,8975.0,0.0138315977879,0.0646282186489,0.9545454545454546
8976,8976.0,0.0138315977879,0.058126931009,0.9545454545454546
8977,8977.0,0.0116163888177,0.0764349172807,0.9545454545454546
8978,8978.0,0.0107221544508,0.134505874378,0.9545454545454546
8979,8979.0,0.0107221544508,0.208428704316,0.9545454545454546
8980,8980.0,0.0107221544508,0.0315340053025,0.9545454545454546
8981,8981.0,0.0107221544508,0.1785649601,0.9545454545454546
8982,8982.0,0.0107221544508,0.0289238279513,0.9545454545454546
8983,8983.0,0.0107221544508,0.135081393184,0.9545454545454546
8984,8984.0,0.0107221544508,0.0279083801913,0.9545454545454546
8985,8985.0,0.0107221544508,0.0342378110699,0.9545454545454546
8986,8986.0,0.0110172637345,0.0342378110699,0.9545454545454546
8987,8987.0,0.0110172637345,0.0215611310899,0.9545454545454546
8988,8988.0,0.0148862485114,0.0798782482432,0.9545454545454546
8989,8989.0,0.0148862485114,0.113816606292,0.9545454545454546
8990,8990.0,0.0138809917999,0.0171975806313,0.9545454545454546
8991,8991.0,0.0138809917999,0.0662575702505,0.9545454545454546
8992,8992.0,0.0138809917999,0.126536731411,0.9545454545454546
8993,8993.0,0.0138809917999,0.0418272367844,0.9545454545454546
8994,8994.0,0.0138809917999,0.0140104109076,0.9545454545454546
8995,8995.0,0.0138809917999,0.224578007266,0.9545454545454546
8996,8996.0,0.0138809917999,0.0403114418336,0.9545454545454546
8997,8997.0,0.0114651592729,0.0391969307597,0.9545454545454546
8998,8998.0,0.0114651592729,0.0361010806432,0.9545454545454546
8999,8999.0,0.0114651592729,0.0144672571161,0.9545454545454546
9000,9000.0,0.0114651592729,0.0108093929675,0.9545454545454546
9001,9001.0,0.0304379753813,0.0603235168028,0.9090909090909091
9002,9002.0,0.0291469673297,0.0523459537906,0.9545454545454546
9003,9003.0,0.0291469673297,0.0197204029236,0.9545454545454546
9004,9004.0,0.0103255071311,0.0136688983298,0.9545454545454546
9005,9005.0,0.0103255071311,0.0458868591056,0.9545454545454546
9006,9006.0,0.0103255071311,0.0135234911934,0.9090909090909091
9007,9007.0,0.0103255071311,0.0582528247127,0.9090909090909091
9008,9008.0,0.0103255071311,0.116344586323,0.9545454545454546
9009,9009.0,0.0103255071311,0.0846087288878,0.9545454545454546
9010,9010.0,0.0125488694619,0.0108309348832,0.9545454545454546
9011,9011.0,0.0125488694619,0.151559064259,0.9545454545454546
9012,9012.0,0.0125488694619,0.0840548757863,0.9545454545454546
9013,9013.0,0.0125488694619,0.0521814777195,0.9545454545454546
9014,9014.0,0.0125488694619,0.0580483616547,0.9545454545454546
9015,9015.0,0.0125488694619,0.0436974248931,0.9545454545454546
9016,9016.0,0.0125488694619,0.054349479024,0.9545454545454546
9017,9017.0,0.0125488694619,0.0369992897188,0.9545454545454546
9018,9018.0,0.0125488694619,0.0201235929259,0.9545454545454546
9019,9019.0,0.0125488694619,0.0918152316814,0.9545454545454546
9020,9020.0,0.0125488694619,0.0898987454162,0.9545454545454546
9021,9021.0,0.0125488694619,0.0908426233325,0.9545454545454546
9022,9022.0,0.0125488694619,0.0900396358895,0.9545454545454546
9023,9023.0,0.0125488694619,0.0195125398044,0.9545454545454546
9024,9024.0,0.0125488694619,0.0108549894831,0.9545454545454546
9025,9025.0,0.0125488694619,0.0619066185907,0.9545454545454546
9026,9026.0,0.0125488694619,0.0413503138029,0.9545454545454546
9027,9027.0,0.0125488694619,0.0282427634259,0.9545454545454546
9028,9028.0,0.0125488694619,0.0200181402517,0.9545454545454546
9029,9029.0,0.0125488694619,0.0157992866368,0.9545454545454546
9030,9030.0,0.0125488694619,0.0230137914888,0.9545454545454546
9031,9031.0,0.0125488694619,0.0323626847202,0.9545454545454546
9032,9032.0,0.0179340434212,0.0672426285484,0.9545454545454546
9033,9033.0,0.0179340434212,0.0213592263199,0.9545454545454546
9034,9034.0,0.0126432003324,0.0209890897958,0.9545454545454546
9035,9035.0,0.0126432003324,0.0433561254943,0.9545454545454546
9036,9036.0,0.0126432003324,0.0163405980223,0.9545454545454546
9037,9037.0,0.0126432003324,0.121632796616,0.9090909090909091
9038,9038.0,0.0105933892915,0.0216656663888,0.9545454545454546
9039,9039.0,0.0105933892915,0.139919016783,0.9545454545454546
9040,9040.0,0.0105933892915,0.0465484055065,0.9545454545454546
9041,9041.0,0.0105933892915,0.0568773886893,0.9545454545454546
9042,9042.0,0.0105933892915,0.0974331428846,0.9545454545454546
9043,9043.0,0.0105933892915,0.0317295593881,0.9545454545454546
9044,9044.0,0.0105933892915,0.152724629885,0.9090909090909091
9045,9045.0,0.0262183541637,0.0491307009562,0.9090909090909091
9046,9046.0,0.0298548793244,0.0107203492983,0.9090909090909091
9047,9047.0,0.0214634344325,0.011879711415,0.9090909090909091
9048,9048.0,0.0209810379483,0.105319573817,0.9090909090909091
9049,9049.0,0.0209810379483,0.0212209614043,0.9090909090909091
9050,9050.0,0.0209810379483,0.012958393868,0.9090909090909091
9051,9051.0,0.01644540517,0.0403598736907,0.9090909090909091
9052,9052.0,0.01644540517,0.110241489444,0.9090909090909091
9053,9053.0,0.01644540517,0.0155162068815,0.8636363636363636
9054,9054.0,0.01644540517,0.0473808517323,0.9545454545454546
9055,9055.0,0.01644540517,0.0232098140765,0.9545454545454546
9056,9056.0,0.0117281890206,0.0386557985395,0.9545454545454546
9057,9057.0,0.0117281890206,0.0629197099026,0.9545454545454546
9058,9058.0,0.0117281890206,0.0146997379059,0.9545454545454546
9059,9059.0,0.0126253544836,0.085530453563,0.9545454545454546
9060,9060.0,0.0126253544836,0.0290216486223,0.9545454545454546
9061,9061.0,0.0126253544836,0.0199066793795,0.9545454545454546
9062,9062.0,0.0126253544836,0.0827099126771,0.9545454545454546
9063,9063.0,0.0126253544836,0.0526573126142,0.9545454545454546
9064,9064.0,0.0126253544836,0.239122987244,0.9545454545454546
9065,9065.0,0.0126253544836,0.0977250890288,0.9545454545454546
9066,9066.0,0.0126253544836,0.0414854940986,0.9545454545454546
9067,9067.0,0.011175079935,0.0521227074497,0.9545454545454546
9068,9068.0,0.0102298197669,0.117497110315,0.9545454545454546
9069,9069.0,0.0102641813107,0.0146444373577,0.9545454545454546
9070,9070.0,0.0102641813107,0.094250685808,0.9545454545454546
9071,9071.0,0.0102641813107,0.0706517699512,0.9545454545454546
9072,9072.0,0.0102641813107,0.0397412539062,0.9545454545454546
9073,9073.0,0.0102641813107,0.0769517866402,0.9545454545454546
9074,9074.0,0.0102641813107,0.10590131446,0.9545454545454546
9075,9075.0,0.0102641813107,0.0120845600819,0.9545454545454546
9076,9076.0,0.0102641813107,0.0192304931818,0.9545454545454546
9077,9077.0,0.0102641813107,0.0452007558987,0.9545454545454546
9078,9078.0,0.0102641813107,0.0157854076932,0.9545454545454546
9079,9079.0,0.0102641813107,0.137251617664,0.9545454545454546
9080,9080.0,0.0102641813107,0.0498321763325,0.9545454545454546
9081,9081.0,0.0102641813107,0.0275106675692,0.9545454545454546
9082,9082.0,0.0102641813107,0.0113933051548,0.9545454545454546
9083,9083.0,0.0225492409216,0.0258873831252,0.9545454545454546
9084,9084.0,0.0211098179445,0.0812951369063,0.9090909090909091
9085,9085.0,0.0211098179445,0.0268116564188,0.9090909090909091
9086,9086.0,0.0113479846003,0.0106614222277,0.9090909090909091
9087,9087.0,0.0113479846003,0.0253750921654,0.9090909090909091
9088,9088.0,0.0113479846003,0.0511354791161,0.9090909090909091
9089,9089.0,0.0113479846003,0.0908593025688,0.8636363636363636
9090,9090.0,0.0113479846003,0.229311647617,0.8636363636363636
9091,9091.0,0.0113479846003,0.0262139835849,0.9090909090909091
9092,9092.0,0.0113479846003,0.028183419925,0.9090909090909091
9093,9093.0,0.0113479846003,0.0563144417176,0.9090909090909091
9094,9094.0,0.0113479846003,0.0510895237877,0.9090909090909091
9095,9095.0,0.0113479846003,0.0654821285691,0.9545454545454546
9096,9096.0,0.0124383073728,0.151365976525,0.9545454545454546
9097,9097.0,0.0124383073728,0.224200020811,0.9545454545454546
9098,9098.0,0.0124383073728,0.0217500459039,0.9545454545454546
9099,9099.0,0.0115951187494,0.0515672206941,0.9545454545454546
9100,9100.0,0.0115951187494,0.0560338351849,0.9545454545454546
9101,9101.0,0.0104254056539,0.0133241372734,0.9545454545454546
9102,9102.0,0.0104254056539,0.0510456503357,0.9545454545454546
9103,9103.0,0.0111185574416,0.0166731436622,0.9545454545454546
9104,9104.0,0.0111185574416,0.0172558669235,0.9545454545454546
9105,9105.0,0.0109487183572,0.0380482722726,0.9545454545454546
9106,9106.0,0.0109487183572,0.0249704911593,0.9545454545454546
9107,9107.0,0.0109487183572,0.0249704911593,0.9545454545454546
9108,9108.0,0.0109487183572,0.0772928810516,0.9545454545454546
9109,9109.0,0.0109487183572,0.0330191564252,0.9545454545454546
9110,9110.0,0.0109487183572,0.12223768574,0.9545454545454546
9111,9111.0,0.0109487183572,0.134606545902,0.9545454545454546
9112,9112.0,0.0109487183572,0.0528006829828,0.9545454545454546
